age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
28,70706,6.1,10,5.4,6,9,42,3,37195,500,4,8,5,7,10,7,8,3,4,10,5,Other,Tier 3,Hybrid
32,188203,12.0,6,5.9,6,10,49,7,150000,76348,7,3,4,5,10,8,10,2,2,1,6,Female,Tier 2,Online
44,102841,8.7,13,2.9,4,8,30,10,55656,57682,4,5,6,4,6,5,6,4,7,8,10,Female,Tier 2,Hybrid
65,53110,3.0,1,2.4,6,3,0,18,900,92746,8,4,4,6,8,1,7,8,8,7,6,Male,Tier 2,Store
43,153805,8.5,9,4.1,8,10,28,6,48834,67594,4,9,5,5,7,5,7,9,9,8,7,Other,Tier 3,Hybrid
32,180447,12.0,6,6.0,6,9,35,9,142745,89242,3,5,7,6,9,4,7,5,5,9,6,Male,Tier 3,Online
34,100049,11.9,10,5.5,7,10,35,6,118958,32777,4,2,1,4,10,4,3,8,2,10,9,Male,Tier 1,Hybrid
18,56419,10.3,4,5.4,8,9,35,7,80689,31042,6,6,5,7,6,4,6,3,6,7,7,Other,Tier 3,Online
57,112894,7.5,10,1.4,3,5,24,6,97297,26082,7,5,3,6,8,5,9,6,3,6,7,Other,Tier 1,Store
46,108736,4.4,13,2.9,5,4,17,5,82851,25634,8,2,2,5,6,6,6,4,5,9,5,Male,Tier 3,Store
39,87474,8.8,7,3.0,9,9,30,0,58933,63556,8,7,7,7,4,8,8,1,2,8,4,Male,Tier 3,Online
50,32604,4.7,7,0.9,4,5,0,9,20103,73025,7,2,1,6,6,6,3,6,4,6,10,Female,Tier 2,Store
49,98996,8.3,1,1.0,8,5,16,10,27570,26625,4,9,1,5,4,4,4,7,2,10,10,Male,Tier 2,Hybrid
65,88254,4.8,3,3.9,8,8,32,2,79778,42387,9,3,3,5,5,3,8,4,6,7,6,Male,Tier 2,Hybrid
47,116740,6.4,10,4.8,10,10,37,11,81910,77086,5,2,2,5,6,4,10,6,7,10,5,Male,Tier 3,Hybrid
62,63062,2.4,9,0.4,4,5,26,5,47478,31513,8,7,3,7,6,4,4,9,4,7,7,Male,Tier 2,Store
27,71800,9.1,13,4.8,7,8,30,0,81722,26837,5,7,2,4,10,9,5,1,4,7,6,Female,Tier 1,Hybrid
18,92480,8.4,5,2.4,4,10,34,8,150000,98964,10,4,1,7,3,7,8,5,1,10,4,Female,Tier 1,Hybrid
55,142699,6.6,8,3.5,5,6,13,8,112612,36283,5,4,4,8,4,5,4,8,4,6,1,Female,Tier 2,Store
55,197538,3.8,4,3.5,2,6,15,7,114246,120619,2,4,4,7,3,5,10,9,4,10,6,Female,Tier 1,Store
33,141085,3.5,12,5.6,7,10,26,8,49112,43841,3,4,3,6,4,5,6,6,3,8,4,Female,Tier 1,Hybrid
47,91291,8.5,1,1.5,5,10,17,11,24180,82849,5,0,5,7,7,2,4,6,9,6,3,Male,Tier 3,Hybrid
77,48347,5.0,8,0.0,5,7,30,13,66614,53277,10,9,6,10,10,7,4,10,6,9,2,Female,Tier 3,Store
37,142136,8.9,12,6.0,3,10,39,1,148842,85279,2,8,3,7,10,8,10,5,6,7,6,Male,Tier 2,Online
47,232352,8.0,14,4.6,6,6,24,7,118713,102253,1,6,4,1,3,3,7,5,5,6,6,Male,Tier 1,Hybrid
58,102619,7.1,6,2.3,4,2,3,8,900,47275,7,3,3,9,5,7,6,9,8,6,1,Female,Tier 2,Store
56,147700,6.9,5,4.0,6,9,33,10,140201,43848,6,6,6,3,3,6,6,10,3,4,4,Female,Tier 2,Hybrid
37,76346,9.0,9,6.0,6,10,43,0,98389,30204,6,6,1,5,7,9,10,7,3,7,7,Male,Tier 1,Hybrid
38,180923,8.6,6,5.4,6,7,22,10,88134,58011,4,7,4,6,4,3,8,10,4,6,7,Male,Tier 2,Store
57,98239,5.9,7,2.9,1,7,27,6,79452,60591,7,2,6,5,9,9,3,7,4,6,1,Female,Tier 3,Store
54,60621,8.8,4,2.0,4,9,47,6,68705,49452,6,6,5,9,9,8,3,5,7,5,6,Male,Tier 2,Store
71,115231,5.1,3,1.3,6,7,8,13,104636,92413,4,5,5,4,5,4,6,7,8,5,3,Female,Tier 2,Store
18,72729,10.6,7,4.5,6,8,30,4,100386,56385,8,2,7,5,4,6,8,3,1,7,6,Female,Tier 3,Hybrid
39,121055,5.7,4,4.0,7,6,8,10,13710,21379,5,3,4,6,6,4,9,8,4,10,6,Other,Tier 2,Store
43,143051,9.4,1,4.3,7,10,46,0,125601,82912,6,7,4,5,8,4,4,5,6,6,6,Other,Tier 3,Online
55,153175,7.9,11,0.1,5,7,30,5,95856,38062,5,7,4,8,9,1,4,8,7,5,7,Female,Tier 2,Hybrid
49,61219,10.2,13,5.5,5,6,25,8,900,44782,6,1,4,2,1,6,9,5,4,3,4,Male,Tier 2,Store
79,86805,8.3,2,1.9,6,6,17,10,45328,500,10,7,5,6,6,1,3,8,4,7,4,Other,Tier 3,Hybrid
60,187913,6.4,11,2.3,8,8,18,8,100346,65054,6,2,4,9,5,6,8,6,5,6,2,Male,Tier 1,Store
45,165764,7.8,7,2.3,6,8,27,11,94429,72867,5,2,4,6,8,7,3,7,3,7,10,Other,Tier 1,Hybrid
57,110198,6.9,4,2.5,5,7,23,4,61066,61263,4,6,4,6,3,5,5,2,10,6,4,Male,Tier 2,Store
72,74197,4.7,4,1.5,4,2,0,11,40141,42231,4,1,5,3,5,8,4,9,6,3,3,Male,Tier 2,Store
28,173621,7.8,12,3.9,6,8,18,9,92341,66392,6,5,6,6,4,6,6,7,3,6,6,Male,Tier 3,Store
49,47621,8.9,6,2.3,3,8,36,4,123754,25384,4,9,5,8,5,5,4,5,5,9,3,Male,Tier 3,Store
41,219553,5.3,11,4.6,5,10,22,11,149008,94215,5,4,4,2,5,9,10,5,9,8,6,Male,Tier 1,Hybrid
36,148621,8.9,14,2.6,5,7,42,0,136561,79799,3,9,2,6,6,6,6,3,2,4,3,Other,Tier 3,Hybrid
30,167178,5.7,12,4.1,6,10,37,1,150000,20251,6,9,2,6,9,8,8,7,6,8,6,Male,Tier 1,Store
51,81353,2.0,8,0.7,4,3,0,17,42470,109915,7,3,2,9,1,1,1,8,6,7,7,Female,Tier 2,Store
52,127680,5.3,4,2.4,5,8,13,15,80370,137145,5,3,4,9,5,8,6,8,10,6,5,Male,Tier 2,Store
73,147651,4.7,6,1.2,3,8,28,13,143339,114953,6,7,1,4,8,9,7,10,7,1,1,Male,Tier 1,Store
56,127687,5.2,7,2.6,9,6,7,15,34348,53160,7,4,3,6,7,6,7,9,6,9,6,Female,Tier 2,Store
62,122296,4.0,5,3.2,5,6,26,8,104552,500,3,2,6,7,10,2,4,4,7,7,3,Male,Tier 2,Hybrid
35,15000,8.7,8,4.9,6,9,45,6,70419,68716,7,2,5,6,4,3,8,6,7,10,4,Other,Tier 2,Hybrid
42,86625,8.2,7,4.8,7,9,27,16,41817,61404,5,3,7,8,3,1,8,9,4,10,6,Female,Tier 3,Hybrid
39,64571,9.1,13,5.5,9,10,36,8,131332,61373,8,8,1,8,5,5,6,4,5,3,8,Male,Tier 1,Online
49,136011,7.9,5,3.6,9,9,25,5,32677,87302,5,6,6,3,5,6,6,4,10,6,10,Female,Tier 2,Hybrid
23,140751,11.2,1,4.3,5,10,38,4,95555,16404,3,7,7,2,9,5,9,1,5,8,2,Male,Tier 3,Online
27,15000,7.2,12,3.3,5,10,43,6,124355,500,8,5,6,7,6,6,9,8,6,10,7,Other,Tier 3,Hybrid
51,139342,9.8,8,5.1,7,8,40,1,72873,47167,6,8,2,8,10,6,7,1,8,7,8,Other,Tier 2,Online
42,99227,8.2,9,3.0,7,7,29,16,78241,96842,5,1,5,4,4,8,6,6,5,4,9,Male,Tier 3,Hybrid
50,160730,5.2,9,5.4,6,6,11,11,65134,92043,8,7,6,3,4,6,7,10,7,7,6,Female,Tier 2,Store
52,105765,7.2,8,2.3,6,5,30,8,79501,19535,6,3,5,8,6,5,7,8,9,10,10,Other,Tier 2,Hybrid
39,122134,9.1,11,4.7,4,8,22,5,93978,57647,4,5,2,3,10,7,4,6,4,7,7,Other,Tier 3,Store
18,115585,10.3,5,4.9,8,10,48,2,57599,69015,4,7,2,7,8,8,10,1,1,7,4,Female,Tier 2,Online
38,207727,10.3,10,5.8,6,10,25,6,51320,77911,3,5,3,3,5,7,10,6,6,4,5,Other,Tier 2,Hybrid
42,15000,8.1,10,2.6,7,10,45,5,111939,26394,10,9,6,4,10,4,5,10,6,5,7,Female,Tier 3,Hybrid
75,85532,6.6,11,0.3,1,4,22,8,42716,40557,7,4,6,7,4,2,2,10,4,7,3,Female,Tier 2,Store
64,15000,4.4,6,0.3,5,4,8,16,8349,67171,7,1,7,6,10,5,7,8,6,5,9,Male,Tier 3,Store
32,167314,5.2,4,2.6,6,8,36,3,124207,61282,7,5,1,1,5,10,2,7,1,7,5,Male,Tier 1,Store
44,71718,9.3,5,4.1,5,10,49,1,91157,500,8,6,5,9,8,4,6,6,5,4,3,Other,Tier 3,Hybrid
54,131012,6.0,8,3.2,10,9,17,4,80043,37257,7,6,4,5,3,3,7,8,6,5,10,Male,Tier 2,Hybrid
53,143526,7.4,2,4.4,3,3,15,17,61185,137817,7,7,5,5,7,1,3,5,3,4,9,Female,Tier 2,Store
44,177238,6.1,8,1.5,3,10,29,4,111410,80091,4,3,4,9,8,10,4,8,3,9,5,Female,Tier 1,Hybrid
26,111136,9.9,6,6.0,6,10,48,0,100123,8346,3,9,3,3,6,5,10,2,4,5,5,Female,Tier 1,Hybrid
36,23515,11.5,12,6.0,5,8,29,12,36441,26450,9,6,6,4,6,3,7,7,4,7,6,Male,Tier 3,Hybrid
62,130915,6.4,10,1.0,3,5,13,13,25813,84774,4,2,6,6,4,3,6,7,9,7,6,Female,Tier 3,Store
49,183323,7.3,4,4.1,4,9,34,11,89541,9815,6,7,4,4,8,8,6,8,6,6,9,Male,Tier 1,Store
54,101103,5.0,3,3.6,6,10,38,11,83532,61993,5,7,7,4,6,6,10,4,9,6,3,Male,Tier 3,Hybrid
47,248000,4.0,7,3.7,6,8,19,9,2375,136464,4,2,3,2,8,8,7,3,4,7,9,Female,Tier 1,Store
29,92035,11.0,14,4.8,2,10,45,8,150000,69557,6,6,5,3,8,6,5,9,1,3,9,Male,Tier 3,Hybrid
39,129594,9.8,12,4.7,6,8,46,7,108676,58471,5,8,3,6,7,7,6,1,4,8,10,Female,Tier 2,Hybrid
46,135724,4.3,4,0.1,1,8,7,12,83641,37336,8,1,2,2,4,6,3,5,5,7,3,Male,Tier 2,Store
67,79469,5.2,1,1.4,4,8,18,9,61553,27121,8,5,4,6,4,8,6,7,8,7,2,Male,Tier 3,Hybrid
55,208188,5.5,4,3.2,5,8,35,14,131577,150000,5,6,2,3,7,6,6,9,5,7,5,Female,Tier 2,Hybrid
52,160081,9.3,7,2.7,5,7,34,9,129187,86312,4,6,5,7,7,9,9,5,4,10,4,Male,Tier 1,Store
67,197280,5.3,3,3.1,5,4,15,5,89807,46516,7,5,4,4,4,7,7,6,6,9,6,Male,Tier 1,Store
33,147804,12.0,8,6.0,9,10,49,3,64164,120537,6,8,5,4,10,6,8,2,4,5,10,Female,Tier 2,Online
18,147694,9.4,2,4.7,7,10,39,12,109449,65322,8,6,2,5,9,9,9,5,4,7,3,Female,Tier 1,Online
50,96691,4.4,1,3.7,6,6,6,10,47653,66885,7,3,4,5,3,8,7,9,1,5,10,Other,Tier 3,Store
33,141729,9.6,13,4.5,8,10,34,12,107149,100123,5,4,3,6,6,8,7,7,4,7,6,Other,Tier 1,Hybrid
45,105994,6.6,8,1.6,4,7,26,5,82400,57239,6,6,3,8,9,7,6,6,5,6,10,Male,Tier 3,Store
78,33326,1.0,6,0.4,2,3,0,13,19379,36547,6,0,6,3,1,4,5,10,5,7,4,Female,Tier 3,Store
26,106965,9.8,10,4.1,3,4,25,7,73559,47156,8,1,3,8,3,5,10,4,4,6,9,Other,Tier 1,Store
64,140422,6.1,1,3.9,6,4,14,13,65379,68810,10,3,5,5,1,9,4,9,9,5,3,Other,Tier 1,Store
41,146673,6.8,11,5.9,4,5,7,12,64800,68423,4,6,3,4,4,2,10,9,4,9,5,Male,Tier 1,Store
55,193598,4.1,10,2.5,8,5,26,9,119800,59672,1,6,1,3,5,6,7,6,7,4,4,Female,Tier 2,Hybrid
18,141407,10.4,1,5.8,10,8,31,0,132938,67981,8,9,6,4,2,1,10,4,4,7,4,Male,Tier 2,Online
57,105580,5.3,9,3.4,4,7,27,5,33084,11247,4,3,4,5,7,3,7,6,7,6,7,Male,Tier 2,Store
57,175690,4.8,12,5.7,6,7,22,13,96920,74281,7,5,2,6,7,8,8,4,5,7,4,Male,Tier 1,Store
43,114377,5.4,10,3.6,9,10,31,7,80797,47072,3,6,6,6,5,8,10,9,3,7,8,Other,Tier 3,Hybrid
67,80262,2.8,1,2.8,2,7,26,10,32057,82591,9,5,5,2,7,3,4,6,9,7,5,Other,Tier 2,Store
53,141866,3.1,9,5.5,2,4,4,19,36326,150000,3,8,4,4,4,6,9,10,5,6,4,Other,Tier 1,Store
56,93262,7.8,5,5.2,7,9,25,6,29217,6555,7,3,5,3,9,6,9,5,6,10,2,Other,Tier 2,Hybrid
36,43567,6.8,13,3.0,7,7,33,8,64657,40984,6,6,4,5,10,4,5,4,3,3,10,Male,Tier 3,Hybrid
65,108814,4.9,7,0.8,7,6,6,17,85476,72448,8,0,3,4,1,4,7,8,9,9,1,Female,Tier 1,Store
42,115645,7.5,11,4.6,4,7,25,7,106219,56265,7,8,1,2,7,4,2,4,5,6,3,Male,Tier 1,Store
48,64064,7.5,10,3.6,3,10,49,7,150000,500,10,6,7,2,10,8,8,5,3,7,10,Female,Tier 3,Hybrid
48,125150,5.5,1,2.5,8,7,18,9,90391,68390,4,5,1,6,2,6,5,2,6,6,8,Male,Tier 2,Hybrid
36,108404,9.6,6,5.6,6,10,35,7,117701,22314,2,3,7,3,4,5,6,4,8,10,5,Other,Tier 3,Online
51,124938,6.0,4,6.0,7,7,10,12,12819,87559,6,5,6,9,9,4,10,6,4,6,10,Male,Tier 2,Store
38,234735,9.2,8,3.5,2,10,28,13,143796,99182,5,0,3,7,9,6,6,4,7,10,8,Female,Tier 1,Hybrid
40,125800,7.8,11,5.6,6,9,41,14,87967,82713,9,4,3,4,4,8,10,6,4,6,5,Female,Tier 1,Hybrid
50,181146,10.7,9,4.6,8,10,36,6,150000,84582,5,2,2,6,5,9,9,5,6,9,3,Male,Tier 1,Online
46,166563,7.9,3,3.6,5,9,39,0,103849,25664,6,2,5,9,10,7,4,3,6,9,8,Female,Tier 1,Online
42,42003,9.1,10,3.6,6,10,49,0,109229,500,9,9,5,6,4,8,6,1,4,4,5,Female,Tier 3,Online
32,38111,9.6,8,5.6,8,10,49,0,64718,53199,10,5,6,7,7,9,10,2,2,6,10,Other,Tier 2,Online
53,41847,5.7,6,1.6,5,6,10,12,14380,61860,6,7,4,5,2,1,7,10,10,10,3,Other,Tier 3,Store
50,127895,5.2,12,4.0,6,4,18,3,90510,33688,4,6,5,9,6,4,10,7,7,10,4,Other,Tier 2,Store
62,103089,3.1,8,2.6,2,5,2,19,26093,71367,6,6,7,7,1,3,6,10,5,8,7,Male,Tier 3,Store
20,15000,6.0,10,4.1,4,5,20,6,13664,57697,8,0,5,5,2,7,10,9,2,5,9,Female,Tier 2,Store
40,103265,4.7,10,2.6,6,9,43,2,139514,53588,5,6,5,7,7,7,5,5,5,9,1,Other,Tier 2,Online
53,48496,8.1,13,4.4,7,5,28,3,87218,4571,2,5,5,6,5,8,10,5,7,5,10,Other,Tier 3,Store
43,50114,6.7,6,4.6,1,5,6,11,900,26479,8,4,3,5,6,3,7,7,4,9,4,Other,Tier 3,Store
77,15000,5.7,10,1.3,2,3,16,10,31905,500,7,1,7,6,6,5,1,10,5,3,9,Other,Tier 3,Store
33,119952,7.9,13,4.7,5,6,21,13,108890,73321,3,5,7,5,2,4,8,3,3,9,6,Other,Tier 3,Store
49,121247,4.2,14,3.0,9,8,17,12,140676,61889,5,1,4,5,4,6,6,9,5,5,3,Male,Tier 2,Store
62,101662,4.7,10,3.1,5,7,8,17,68599,79080,6,4,5,6,6,7,6,7,3,7,2,Female,Tier 2,Store
77,104169,3.1,1,1.4,7,4,10,7,30740,59913,5,6,4,9,8,5,7,10,4,10,4,Other,Tier 1,Store
50,118198,7.1,10,3.8,5,9,28,6,135019,47444,6,3,6,9,10,8,9,4,8,2,7,Female,Tier 3,Hybrid
37,147109,7.4,13,5.3,7,7,33,11,142112,71520,5,7,3,6,10,5,10,6,6,8,8,Male,Tier 1,Hybrid
55,144000,4.2,12,2.2,5,8,11,11,123460,99523,10,3,2,6,7,7,6,5,3,10,8,Male,Tier 1,Store
57,75221,8.5,4,2.7,6,8,30,7,52924,34859,7,5,2,8,4,10,10,6,2,7,9,Male,Tier 1,Hybrid
39,87658,6.8,7,6.0,5,5,13,8,58293,85528,7,2,3,6,5,4,8,1,7,6,8,Other,Tier 1,Store
59,87541,5.6,10,2.7,1,6,12,19,3937,116675,4,7,3,6,5,3,9,8,6,6,4,Female,Tier 2,Store
54,52208,6.2,6,1.8,6,5,15,13,6539,81150,8,4,5,8,8,5,6,10,4,7,1,Female,Tier 3,Store
54,126577,6.6,1,1.8,9,7,28,12,91425,56687,3,0,6,3,9,6,5,7,7,5,6,Female,Tier 3,Hybrid
52,85254,7.4,4,5.0,8,6,16,15,71792,70114,6,3,4,7,3,5,9,7,6,7,6,Female,Tier 3,Hybrid
36,173103,7.4,12,3.9,9,7,38,4,99662,63414,5,3,3,5,7,7,7,4,4,7,10,Other,Tier 1,Hybrid
65,85116,5.2,1,1.8,6,6,9,3,93328,15956,6,5,2,3,4,5,6,6,6,10,5,Female,Tier 2,Hybrid
18,91339,10.0,1,4.5,5,10,43,6,150000,500,9,1,3,8,10,9,10,3,3,7,1,Male,Tier 1,Online
55,117326,7.5,7,2.5,10,9,27,0,116430,43438,5,2,3,5,4,10,6,6,7,9,8,Male,Tier 2,Online
66,115565,6.2,1,3.0,7,8,7,19,80294,129108,8,6,7,4,4,6,8,10,6,7,5,Male,Tier 3,Store
46,213763,3.6,4,1.9,4,5,1,18,22562,106460,4,2,1,2,3,8,5,10,4,7,7,Other,Tier 1,Store
74,61689,3.7,8,0.6,7,4,0,11,11740,69338,5,0,6,7,5,3,2,10,10,7,2,Male,Tier 2,Store
44,187076,7.0,10,3.7,4,10,22,8,81904,81603,6,3,2,5,4,7,9,7,3,5,8,Female,Tier 2,Store
30,155779,11.6,14,6.0,5,10,49,3,138242,5860,6,5,5,7,10,6,9,5,1,10,9,Other,Tier 3,Online
40,113391,5.5,7,4.0,2,8,28,5,67790,500,7,3,7,5,3,6,9,4,3,8,8,Male,Tier 2,Hybrid
37,153419,7.9,12,5.1,6,8,15,12,90563,142514,6,5,1,1,2,4,7,6,2,4,10,Other,Tier 2,Store
55,239061,4.0,6,2.9,6,9,24,9,113179,115861,1,4,3,8,5,9,8,9,6,7,6,Female,Tier 2,Hybrid
51,65329,7.6,1,4.2,6,7,32,8,42851,44464,9,6,2,6,6,5,7,5,5,10,10,Female,Tier 2,Hybrid
34,81822,9.7,5,5.8,5,10,33,6,105459,500,5,6,4,6,9,10,10,7,7,10,10,Other,Tier 1,Hybrid
43,101430,7.2,5,4.1,1,3,18,7,31245,60518,6,4,6,3,7,5,10,5,9,5,9,Other,Tier 3,Store
50,124489,3.8,5,2.8,3,5,12,8,105018,35293,5,2,2,6,1,7,6,8,4,8,10,Male,Tier 1,Store
43,117252,6.6,8,3.4,5,7,17,14,60180,52800,9,5,7,3,5,4,2,7,4,7,9,Male,Tier 2,Store
37,158884,3.0,6,4.6,7,7,11,14,46787,67877,6,4,1,7,5,4,9,4,2,6,7,Other,Tier 2,Store
30,54715,7.8,14,5.3,5,10,36,9,61778,70242,8,5,7,3,7,4,8,9,4,5,5,Female,Tier 3,Store
24,53456,9.7,2,4.6,7,10,45,7,99628,59324,6,6,4,7,10,8,7,1,6,3,6,Other,Tier 2,Online
49,17012,5.2,9,3.7,5,7,11,12,33891,35142,5,7,7,8,1,1,10,7,7,7,5,Other,Tier 3,Store
52,106628,5.7,5,1.1,6,3,4,12,82152,97027,6,6,4,7,5,5,5,10,5,5,4,Female,Tier 2,Store
20,146982,10.6,4,3.1,10,10,33,2,146526,69943,9,6,3,8,9,10,10,3,2,7,8,Male,Tier 3,Online
40,156183,6.5,11,4.5,4,8,26,8,98897,45827,10,6,4,4,10,5,8,4,5,10,5,Other,Tier 1,Online
35,32463,7.8,7,3.7,6,9,30,2,77559,500,10,6,4,6,7,4,8,5,8,6,9,Male,Tier 3,Hybrid
31,155056,10.9,4,6.0,5,8,37,7,142405,82582,4,4,7,6,7,7,10,6,1,6,4,Male,Tier 3,Hybrid
49,114536,5.8,5,3.0,5,7,24,12,57725,81744,7,9,4,3,10,8,6,9,5,3,9,Other,Tier 3,Store
73,120197,4.3,7,0.7,2,4,7,10,3446,67479,5,4,2,10,5,8,5,8,8,6,4,Male,Tier 1,Store
75,47914,7.2,5,1.9,5,6,21,12,15761,48380,6,0,5,4,6,6,7,6,9,4,4,Female,Tier 3,Store
38,162956,7.9,5,3.3,7,8,28,6,86394,73415,5,4,3,5,7,2,9,4,4,5,6,Female,Tier 3,Hybrid
41,39885,11.1,5,6.0,7,10,46,0,111757,500,7,6,6,3,9,10,10,6,7,4,5,Female,Tier 2,Online
29,54558,11.2,10,5.2,7,9,23,14,47665,79877,5,5,4,4,2,7,9,6,5,7,6,Female,Tier 3,Store
36,15000,6.0,3,3.1,4,8,33,9,46903,52777,8,7,3,5,6,2,8,4,5,3,7,Male,Tier 2,Store
28,66709,9.6,8,6.0,10,10,31,5,62860,58621,7,7,4,7,10,9,10,2,3,8,6,Other,Tier 1,Online
55,133242,2.6,5,3.6,6,4,20,2,76662,31452,5,5,4,6,6,6,4,6,6,8,3,Female,Tier 1,Store
68,89511,3.2,2,2.9,6,6,6,10,50688,96098,7,4,4,4,5,6,1,7,4,5,2,Male,Tier 1,Store
52,107298,7.2,4,1.9,3,6,15,8,78557,81930,7,4,5,5,7,5,5,5,4,6,3,Other,Tier 2,Store
37,108898,9.8,11,4.2,7,9,46,3,112729,35331,7,8,3,7,7,7,5,1,4,8,5,Male,Tier 3,Online
19,91365,12.0,2,2.3,9,9,49,6,115458,24390,6,9,5,7,6,6,8,4,1,10,2,Male,Tier 3,Online
31,135250,8.1,14,6.0,4,6,21,6,36776,63138,9,6,4,7,8,6,10,1,6,8,5,Male,Tier 3,Hybrid
22,72145,11.3,8,5.5,7,10,48,2,102654,44550,8,8,6,3,9,6,6,1,7,9,9,Female,Tier 3,Hybrid
44,170016,9.3,10,4.7,10,8,38,8,123440,42578,3,7,4,6,6,6,8,7,8,7,9,Female,Tier 1,Online
49,172949,5.5,5,3.3,6,8,19,8,135580,18628,7,3,2,5,4,5,4,10,1,5,3,Female,Tier 1,Store
58,65524,4.0,11,0.1,5,2,3,5,49698,15362,10,6,5,10,4,2,3,5,5,2,4,Female,Tier 3,Hybrid
33,118391,9.4,8,6.0,6,10,36,1,110901,47959,10,1,3,6,7,6,8,1,1,7,8,Female,Tier 1,Online
25,79298,9.7,9,4.8,5,10,49,7,150000,500,7,5,4,5,7,7,10,4,4,7,7,Male,Tier 3,Online
45,84363,6.3,6,4.1,5,10,32,4,111820,19276,10,8,2,8,7,7,9,6,3,10,10,Female,Tier 2,Hybrid
43,93718,9.9,9,4.8,6,9,20,10,68442,89499,6,5,3,7,10,6,8,5,2,5,9,Male,Tier 3,Online
35,82866,8.2,11,3.2,7,8,30,1,66567,3227,9,6,1,1,9,9,7,4,5,9,8,Male,Tier 2,Hybrid
46,152278,7.3,6,2.4,6,10,49,0,118563,5154,5,7,2,10,2,5,6,1,4,9,10,Female,Tier 1,Online
45,112549,10.0,7,4.3,8,10,48,0,76230,500,7,8,3,4,8,3,8,8,5,6,8,Female,Tier 2,Online
45,133212,8.6,7,4.7,7,10,41,2,67733,48272,4,3,1,4,8,4,8,2,3,9,7,Other,Tier 1,Online
41,73887,8.5,3,4.4,7,9,25,5,76983,40299,9,5,3,8,4,5,8,4,4,10,4,Female,Tier 2,Hybrid
44,93952,6.1,5,3.0,3,7,23,6,83111,35470,8,7,7,5,4,7,5,7,7,4,3,Female,Tier 2,Hybrid
53,209931,9.6,8,4.7,10,9,35,1,145322,103090,7,9,1,3,6,7,5,4,7,5,6,Male,Tier 2,Online
49,162663,5.0,8,0.5,5,5,10,12,56069,54338,8,3,2,2,7,3,6,9,3,3,9,Male,Tier 1,Store
47,16768,9.5,9,4.5,6,7,32,11,82033,34492,10,8,3,5,9,2,10,7,2,10,8,Male,Tier 3,Store
42,102385,9.3,2,4.6,5,7,26,4,54658,38708,10,3,3,6,4,4,8,7,6,10,10,Other,Tier 2,Store
77,81007,6.9,3,4.2,3,6,9,15,19001,92305,6,2,5,5,4,4,6,10,10,5,7,Male,Tier 3,Store
48,97109,6.7,7,1.9,6,8,29,4,122294,74591,9,9,3,5,6,6,6,8,7,9,8,Female,Tier 2,Hybrid
63,126184,5.1,3,0.3,4,6,0,19,33059,107601,9,4,1,8,3,6,3,8,8,6,4,Female,Tier 1,Store
31,149006,10.2,7,6.0,4,9,40,1,70998,500,7,6,4,6,10,7,10,3,7,10,10,Male,Tier 1,Store
56,112021,5.7,1,2.6,1,7,36,1,80222,12677,4,6,4,5,5,5,3,5,5,6,8,Female,Tier 2,Hybrid
24,61973,10.6,7,5.1,6,10,33,13,142027,22782,6,2,6,6,8,6,6,5,2,10,3,Male,Tier 3,Store
50,140242,7.5,4,0.3,6,8,36,11,65822,84127,7,9,5,3,8,7,5,6,7,1,9,Female,Tier 2,Hybrid
18,68666,8.5,3,5.3,6,10,37,9,70639,66240,6,6,1,6,9,7,10,4,1,8,7,Male,Tier 1,Hybrid
31,61464,10.6,13,4.1,9,10,41,6,62854,3565,4,8,5,3,7,6,6,1,4,8,10,Female,Tier 3,Online
49,157489,6.3,3,4.0,3,5,15,9,17661,50976,2,5,4,5,4,5,10,10,7,7,9,Female,Tier 1,Store
36,142853,11.7,4,5.4,4,10,49,4,131035,53540,5,6,5,6,8,4,8,3,4,9,9,Male,Tier 2,Online
19,121842,12.0,1,6.0,6,10,43,8,83735,67280,7,7,4,9,8,7,8,6,3,10,1,Female,Tier 1,Online
53,99513,6.2,8,1.4,5,9,25,12,92513,63623,9,8,2,4,5,5,2,5,5,9,7,Female,Tier 1,Online
59,174899,8.2,7,3.5,6,10,32,2,117628,40890,8,8,2,3,7,8,6,9,7,8,2,Female,Tier 1,Online
34,15000,8.7,8,3.5,7,7,26,3,45015,57743,7,9,3,4,7,4,10,3,1,8,8,Female,Tier 1,Hybrid
42,147336,9.6,7,2.2,10,9,42,4,80658,92529,6,6,4,9,7,8,8,7,8,5,7,Female,Tier 3,Hybrid
55,128297,7.9,6,1.9,8,8,25,13,76430,79426,6,4,7,4,8,7,6,8,3,3,9,Female,Tier 3,Store
39,204573,8.7,12,2.9,5,7,28,12,105540,62205,4,8,7,8,4,8,2,8,1,10,7,Other,Tier 3,Hybrid
64,106854,5.2,5,2.4,3,8,31,15,63965,90575,7,6,3,6,3,3,3,5,3,3,5,Male,Tier 2,Store
31,15000,9.3,9,3.5,6,10,44,10,104812,18616,9,7,5,6,9,8,6,7,2,6,5,Male,Tier 3,Hybrid
